Time,Time Code,Country Name,Country Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]",Agricultural land (sq. km) [AG.LND.AGRI.K2],Agricultural land (% of land area) [AG.LND.AGRI.ZS],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],"Armed forces personnel, total [MS.MIL.TOTL.P1]","Children out of school, primary [SE.PRM.UNER]","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative) [SE.PRM.CUAT.ZS]",Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],Exclusive breastfeeding (% of children under 6 months) [SH.STA.BFED.ZS],Expenditure on primary education (% of government expenditure on education) [SE.XPD.PRIM.ZS],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Hospital beds (per 1,000 people) [SH.MED.BEDS.ZS]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","International tourism, receipts (current US$) [ST.INT.RCPT.CD]","International tourism, number of arrivals [ST.INT.ARVL]","International tourism, number of departures [ST.INT.DPRT]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]",Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS],"Primary education, duration (years) [SE.PRM.DURS]","Primary education, pupils (% female) [SE.PRM.ENRL.FE.ZS]","Primary education, teachers (% female) [SE.PRM.TCHR.FE.ZS]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) [SH.ALC.PCAP.FE.LI]","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) [SH.ALC.PCAP.MA.LI]"
1992,YR1992,Lower middle income,LMC,..,..,..,7597008.6,40.6182771667904,0.75799996145946,4911000,..,..,306.35537957242,..,..,3.70720418317347,..,..,..,..,..,31.1351738770526,60.2483513572386,57.7454614840791,225.389876938428,281.329351273597,81.6,77.4,85.6,3.00806089547528,6,44.30919,43.1374702453613,..,..,..
1992,YR1992,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,..,..,4107064.8,32.4685580930577,3.14223006625223,3514000,..,..,964.970628474794,..,..,6.27381958685773,..,..,..,..,..,16.6428313034295,65.3429197798451,62.1078280731653,176.429022410146,231.767659362766,50.1,47.3,52.7,18.0462302666644,6,44.99044,49.4797286987305,..,..,..
1992,YR1992,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,..,..,2847334.8,28.2837057529266,2.94984941804184,3042000,..,..,610.694966745655,..,..,4.96488273032499,..,..,..,..,..,16.2758012760943,64.8413495387548,61.5496766350498,180.739444699746,238.055887237485,77.7944899162914,73.5407456830583,81.8408942507373,8.74179036607991,6,44.96752,..,..,..,..
1992,YR1992,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,..,..,2842364.8,28.2512307388011,2.94984941804184,3042000,..,..,610.694966745655,..,..,4.96488273032499,..,..,..,..,..,16.2823445364386,64.8112258102688,61.5196524077005,180.894411598394,238.254128079673,78.1229148462824,73.8516283748688,82.1868042880903,8.74179036607991,6,44.94037,..,..,..,..
1992,YR1992,Middle income,MIC,..,..,..,26595746.265,42.6841454218237,0.758060790500033,12793000,..,..,664.24374258236,..,..,4.35749448432381,..,..,..,..,..,37.968436515052,66.0615714627888,61.9694177891076,169.760057031489,239.888416516294,65.1432843936312,61.2988191982016,68.7954456011658,2.65444964115836,6,45.86467,51.7457885742188,..,..,..
1992,YR1992,North America,NAC,100,100,100,4868943,26.8637207190844,1.37553007033782,2002000,..,..,12431.0185450659,..,..,3.3082048567131,4.68962946264769,2.25947629094757,..,..,..,44.3145116663501,79.2949739997302,72.5459375804756,86.886557731112,163.849524248953,8.5,7.6,9.5,0.49548084265216,6,48.38315,84.8954010009766,..,..,..
1992,YR1992,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1992,YR1992,OECD members,OED,99.1258212322376,97.0577425460712,99.8395968364266,13717702.327,38.5747224118799,1.41918132962212,7392000,..,..,6638.87974153955,..,..,2.09467004046498,5.5197467645565,5.05697796731731,..,..,..,41.0491996981362,78.5050722550445,71.624045379765,82.2626170236381,167.25309263282,16.6475118804382,15.0506033648754,18.1512173666241,0.297733403507004,6,48.46825,75.5558471679688,..,..,..
1992,YR1992,Other small states,OSS,..,..,100,77401,26.8447373896501,1.43328348272799,38000,..,..,..,..,..,-3.13881431250591,..,..,..,..,..,39.2038445051615,68.1657819973457,62.0430946115258,173.301465544973,276.833936452878,62.2354051476089,57.7380755241212,66.4969294825873,4.01140078869865,6,48.9709,62.3567695617676,..,..,..
1992,YR1992,Pacific island small states,PSS,..,..,..,7899,12.303738317757,..,..,..,..,..,..,..,4.7941265219921,..,..,..,..,..,38.4770388179709,68.6226420308044,63.5066121512034,194.711831488357,290.608419026361,26.1112676529361,23.7247535725681,28.3101560007389,0,..,47.4076,53.30419921875,..,..,..
1992,YR1992,Post-demographic dividend,PST,99.997093795937,99.9913272699697,99.999077434933,11999062.327,38.2254571391139,1.46439647629024,6829000,..,..,7614.08490154413,..,..,1.90588238094931,6.74024570724788,3.60221480900054,..,..,..,42.6747821263047,79.2859711976162,72.320278581776,78.9129234942959,164.591669162313,8.40617337649725,7.45542513762588,9.29581969903575,0.244938720229189,6,48.60414,78.818717956543,..,..,..
1992,YR1992,Pre-demographic dividend,PRE,..,..,..,6359589.64,35.9502344293078,0.717570332861196,1225000,..,..,164.572389577815,..,..,2.31069065417029,..,..,..,..,..,45.5934066909253,50.7520774907396,47.3450846828077,347.186656840887,413.972220249676,105.977948090817,98.3426997447545,113.228026827069,7.57912074814245,6,44.28584,41.3349914550781,..,..,..
1992,YR1992,Small states,SST,..,..,..,99582.933,12.9029370329039,1.27523336132896,50000,..,..,..,..,..,-0.981947590698596,..,..,..,..,..,38.8031285357401,68.7196543964406,62.8909789083007,177.306599323656,276.525579554583,50.1101441541634,46.1145353577921,53.8703462841839,3.77501770221311,6,48.89263,65.7338027954102,..,..,..
1992,YR1992,South Asia,SAS,..,..,..,1978682,58.9579013454037,0.40810627125789,1527000,..,..,267.591755328041,..,..,5.41236766906685,..,16.8559977535548,..,..,..,25.1774255807722,59.9966331463543,58.5597885034327,217.867140479399,264.816139204893,85.8,82.8,88.6,0.831974429373853,5,41.52793,32.2529296875,..,..,..
1992,YR1992,South Asia (IDA & IBRD),TSA,..,..,..,1978682,58.9579013454037,0.40810627125789,1527000,..,..,267.591755328041,..,..,5.41236766906685,..,16.8559977535548,..,..,..,25.1774255807722,59.9966331463543,58.5597885034327,217.867140479399,264.816139204893,81.1727017014835,78.7191121049,83.5002063125805,0.831974429373853,5,41.52793,32.2529296875,..,..,..
1992,YR1992,Sub-Saharan Africa,SSF,..,..,..,7824829.605,38.8514284802117,0.495326516564133,1083000,..,..,432.953097940431,..,..,-0.43398696411532,..,..,..,..,..,46.5001608616135,51.6357999235091,48.2373153216904,342.574804267433,409.395505987833,103.4,95.2,111.3,4.0362299868628,6,45.37714,41.5225410461426,..,..,..
1992,YR1992,Sub-Saharan Africa (excluding high income),SSA,..,..,..,7824789.605,38.8521172440958,0.491739486408081,963000,..,..,481.651601228259,..,..,-0.283330655816812,..,..,..,..,..,46.4201032128645,52.0084930528483,48.4124904802537,338.694905951403,410.47689465849,101.316744355674,93.7304065965645,108.519033032888,4.16605087390668,6,45.37665,41.5087585449219,..,..,..
1992,YR1992,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,7824829.605,38.8514284802117,0.495326516564133,1083000,..,..,432.953097940431,..,..,-0.433986964115292,..,..,..,..,..,46.5001608616135,51.6357999235091,48.2373153216904,342.574804267433,409.395505987833,103.422705702743,95.2174507138545,111.231368503983,4.0362299868628,6,45.37714,41.5225410461426,..,..,..
1992,YR1992,Upper middle income,UMC,..,..,..,18998737.665,43.5721917906131,0.758098695895867,7882000,..,..,957.269874341973,..,..,4.54347101844688,2.86395719927869,..,..,..,..,42.1878738069756,70.8402589708686,65.5259718484189,129.254279344028,209.165735850707,43.2,39.9,46.3,2.54399250018905,6,47.39626,54.4726104736328,..,..,..
1992,YR1992,World,WLD,..,..,..,46317466.16,36.7045617358596,1.03173074946056,24533000,..,..,2100.42180270651,..,..,2.03058559917697,..,..,..,..,..,39.4230312555907,68.0304930734444,63.2233957063489,156.596896355092,233.703827916088,63.4,59.6,67.1,0.951837338368167,6,46.03108,57.038459777832,..,..,..
1993,YR1993,Afghanistan,AFG,..,..,..,379340,58.1604648666881,1.23628615244123,45000,1593009,..,..,..,..,..,..,..,..,..,..,16.8860754068618,52.296,49.755,338.063,400.507,132,126.2,137.5,..,6,24.52793,41.2252502441406,..,..,..
1993,YR1993,Albania,ALB,100,100,100,11260,41.0948905109489,4.61723150798781,65000,..,..,536.363825095196,..,..,9.55941167111243,3.8313999176,..,..,..,..,41.8115885407417,77,70.38,65.734,127.227,24,20.3,27.5,2.64923826281687,4,49.18068,..,..,..,..
1993,YR1993,Algeria,DZA,..,..,..,388620,16.316642454676,1.69663128472287,126000,494327,..,555.192042775303,..,..,-2.10000075697259,..,..,..,..,..,12.1392621889156,69.139,66.548,158.677,194.009,39.5,36.3,42.5,11.7164360598656,6,45.34537,40.4889907836914,..,..,..
1993,YR1993,American Samoa,ASM,..,..,..,20.32,10.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.662,68.161,80.962,230.532,..,..,..,..,8,..,..,..,..,..
1993,YR1993,Andorra,AND,100,100,100,230,48.936170212766,..,..,..,..,..,..,..,-1.03148438999895,..,..,..,..,..,..,83.823,77.549,37.177,72.615,8.4,7.2,9.5,..,5,..,..,..,..,..
1993,YR1993,Angola,AGO,..,..,..,445100,35.7022539504291,2.37307127704977,128000,..,..,53.0126173927381,..,..,-23.9834174420578,..,..,..,..,..,50.2176365915726,46.723,38.227,378.846,590.18,123.1,113.6,132.2,34.5185265508012,4,..,..,..,..,..
1993,YR1993,Antigua and Barbuda,ATG,96.2949447631836,94.3252592019729,100,90,20.4545454545455,..,..,..,..,..,..,..,5.27988683522082,6.1048002243,..,..,..,..,..,76.168,70.594,102.193,176.189,12.1,11,13,0,7,..,..,..,..,..
1993,YR1993,Argentina,ARG,93.1660461425781,80.3337006585459,94.9571228027344,1278500,46.7170194651203,0.440992909783842,65000,..,..,1504.50694742676,..,..,8.20697907221228,4.5999999046,..,..,..,..,39.8702436031265,75.707,68.892,104.332,191.089,22.9,20.4,25.3,0.90189290799156,7,..,..,..,..,..
1993,YR1993,Armenia,ARM,..,..,..,11810,41.4822620302072,1.37643181681134,21000,..,..,1163.80353814808,..,..,-8.7999987932935,8.2146997452,..,..,..,..,48.0360284305269,72.144,64.001,111.737,254.696,39.6,35.3,43.8,0,3,50.27583,..,..,..,..
1993,YR1993,Aruba,ABW,99.2399139404297,98.5017492013514,99.9903564453125,20,11.1111111111111,..,..,..,..,..,..,..,7.30769324531406,..,..,..,..,..,..,75.714,69.813,89.134,182.088,..,..,..,0,6,..,..,..,..,..
1993,YR1993,Australia,AUS,100,100,100,4600970,59.8905275763769,0.787205320396617,68000,..,..,8717.64523889344,..,29.32973,4.04672816534581,8.8999996185,1.75365344467641,..,..,..,41.8591798501369,80.9,75,61.603,112.772,6.3,5.6,7,0.610539248128821,6,48.64784,74.448371887207,..,..,..
1993,YR1993,Austria,AUT,100,100,100,29990,36.3427047988366,1.21056907507142,45000,..,..,6137.26946343196,..,18.39869,0.526809769496765,9.3999996185,3.63178524943176,..,..,..,41.9254504662036,79.5,72.8,72.481,149.83,6.6,5.9,7.3,0.0340668448552991,4,48.64149,82.5529022216797,..,..,..
1993,YR1993,Azerbaijan,AZE,..,..,..,44566,53.5539613300167,1.20056634716484,45000,..,..,2119.73635053637,..,..,-23.0999987188387,10.4875001907,..,..,..,..,49.2108944192607,65.788,57.078,152.306,348.846,76.7,71.4,81.6,35.4573315880059,3,48.41556,74.3856430053711,..,..,..
1993,YR1993,"Bahamas, The",BHS,100,100,100,110,1.0989010989011,..,..,172,..,..,..,..,0.307806596011844,3.8838999271,..,..,..,..,45.3482186833032,75.046,68.082,148.037,251.572,17,15.7,18.3,0,6,49.6801,..,..,..,..
1993,YR1993,Bahrain,BHR,99.9971389770508,99.9753465679592,100,100,14.0845070422535,2.97368711713778,7000,11183,..,21888.8207836296,..,..,12.8700067450998,..,..,..,..,..,16.9504413801307,73.837,72.228,109.893,119.948,18.2,17.8,18.5,17.9580307941121,6,48.93611,60.3864707946777,..,..,..
1993,YR1993,Bangladesh,BGD,12.7178802490234,..,68.7489700317383,94460,72.5666436198817,0.2701675329071,107000,..,..,62.7601107774364,..,53.73628,4.71156172453999,..,..,..,..,..,21.6106024849606,56.959,57.185,273.247,263.947,85.2,78.7,91.3,0.0123153025022102,5,..,..,..,..,..
1993,YR1993,Barbados,BRB,100,100,100,190,44.1860465116279,..,..,..,..,..,..,..,0.793068252238612,1.2676000595,..,..,..,..,47.2042994984896,76.3,70.996,98.402,183.489,14.2,13,15.4,0.220950034231678,6,..,..,..,..,..
1993,YR1993,Belarus,BLR,100,100,100,93540,46.1033456223015,2.45518120091239,115000,..,..,3450.22243274523,..,..,-7.60000202767787,12.4762001038,..,..,..,..,48.2910444383527,74.4,63.8,125.075,343.266,12.3,10.4,14.2,0.683699221725561,4,48.98441,..,..,..,..
1993,YR1993,Belgium,BEL,100,100,100,14830,..,1.70890051537998,70000,..,100,6881.0721430714,..,19.63713,-0.961873076923027,7.6999998093,2.75442643473461,..,..,..,41.0371463705028,79.9,72.96,71.674,136.689,7.3,6.2,8.3,0,6,48.53029,71.4023132324219,..,..,..
1993,YR1993,Belize,BLZ,73.1233291625977,54.2099504223872,94.5817260742188,1430,6.26918018412977,1.61799207183885,1000,..,..,..,..,..,6.13799989489728,2.7999999523,..,..,..,..,30.3260254024755,71.864,67.579,144.531,210.595,26.1,23.1,28.9,0,6,48.19735,..,..,..,..
1993,YR1993,Benin,BEN,..,..,..,23258.38,20.6264455480667,0.347757291492335,8000,503897,..,36.7803189875332,..,..,5.83617208501383,0.2390999943,..,..,..,..,41.8064252506569,57.119,52.042,240.772,328.308,92,85.7,97.9,1.00672415635067,6,34.04515,25.3792495727539,..,..,..
1993,YR1993,Bermuda,BMU,100,100,100,3,5.55555555555556,..,..,..,..,..,..,..,3.00856712357907,..,..,..,..,..,..,78.703,71.049,92.948,179.9,..,..,..,0,7,..,..,..,..,..
1993,YR1993,Bhutan,BTN,..,..,..,5050,10.8083813111316,2.22466440937385,5000,..,..,..,..,..,1.98636656014881,..,..,..,..,..,37.3627938225519,59.293,56.761,263.879,310.672,84.8,80.1,89.1,0,7,42.63823,..,..,..,..
1993,YR1993,Bolivia,BOL,61.3840293884277,13.3725169498417,96.038393,362130,33.4284131819441,1.00973988784945,32000,..,..,301.615145144042,..,..,4.26929611661502,1.3999999762,..,..,..,..,41.4238847028509,60.394,56.939,217.153,281.684,81.1,74.9,87,1.3937400044077,6,48.19041,..,..,..,..
1993,YR1993,Bosnia and Herzegovina,BIH,100,100,100,21900,42.7734375,..,..,..,..,739.406661370189,..,..,-2.1813484904898,..,..,..,..,..,41.2925185011934,64.522,41.878,224.324,711.24,30.5,29,31.9,..,4,..,..,..,..,..
1993,YR1993,Botswana,BWA,11.6420764923096,3.25835695727018,20.9881744384766,259510,45.7907645616078,1.40771993612974,7000,28544,..,908.37713847118,..,..,1.9161070518754,..,..,..,..,..,41.3652470146282,59.983,54.712,374.642,487.995,41.5,36.7,45.9,0,7,50.65094,76.6934814453125,..,..,..
1993,YR1993,Brazil,BRA,89.999927,64.3043978721134,98.033975,2306406,27.594728013649,0.438268659932274,296000,..,..,1538.12717642652,..,..,4.9246900037071,3.5,1927.38079016026,..,..,..,36.2915944720226,70.108,63.831,140.591,243.755,44.9,39.9,49.7,0.627722800383303,4,..,..,..,..,..
1993,YR1993,British Virgin Islands,VGB,95.2601928710938,94.7034622008672,96.0998229980469,80,53.3333333333333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.637,71.624,96.852,135.385,17,15.2,18.7,..,7,..,..,..,..,..
1993,YR1993,Brunei Darussalam,BRN,100,100,100,130,2.46679316888046,3.26618599296137,4000,1488,..,5357.9616638565,..,20.41837,-0.633649831837999,..,..,..,..,..,32.3621873647595,74.64,70.561,133.731,181.123,10.1,9.4,10.8,18.7936196786674,6,47.49599,59.3348503112793,..,..,..
1993,YR1993,Bulgaria,BGR,100,100,100,61210,55.3285727198771,1.43341866768697,52000,..,..,3807.696906382,..,..,-1.48021486966819,10.4941997528,..,..,..,..,47.1747455888608,75.26,67.62,94.867,240.227,15.4,13.5,17.2,0.0187795648595516,4,48.08773,..,..,..,..
1993,YR1993,Burkina Faso,BFA,6.1,2.11886320042586,29.4,103283.048,37.7496520467836,0.209301108714484,9000,1210720,..,19.6521110368585,9.2,..,3.46138493945818,..,..,..,..,..,48.8292044813693,50.467,48.277,310.301,363.689,102,94.4,109.3,0,6,38.81602,24.4156398773193,..,..,..
1993,YR1993,Burundi,BDI,..,..,..,20770,80.880062305296,0.529088470104059,13000,579607,..,..,..,..,-6.24000000139047,..,..,..,..,..,52.0080128413842,39.418,35.14,568.069,662.725,100.9,92.4,109.2,0,6,44.9873,46.7788505554199,..,..,..
1993,YR1993,Cabo Verde,CPV,..,..,..,690,17.12158808933,0.755743651753325,1000,..,..,..,..,..,8.70831156568961,..,..,..,..,..,37.395707376058,68.377,60.22,164.461,314.904,41.7,38.2,45.1,0,6,..,..,..,..,..
1993,YR1993,Cambodia,KHM,..,..,..,45222.22,25.6187514162701,2.70091497466701,102000,..,..,..,..,..,4.09837080453724,..,..,..,..,..,52.1321340564724,58.165,53.689,271.632,347.316,91.6,82.8,99.9,0,6,..,..,..,..,..
1993,YR1993,Cameroon,CMR,33.849193572998,7.62056580760999,70.9762649536133,91600,19.3776311057519,0.218944860926224,12000,..,..,198.896943616966,..,..,-7.93206657447536,..,..,..,..,..,48.1846186856302,55.482,52.252,309.351,366.742,83.9,75.6,91.7,3.08798938410601,6,..,..,..,..,..
1993,YR1993,Canada,CAN,100,100,100,613970,6.84807134834406,0.51433505951398,76000,..,85.404834421909,16347.1799872573,..,..,2.65770691557481,5.4000000954,1.86507936507938,..,..,..,44.7332495959763,80.86,74.7,67.366,123.68,6.2,5.5,6.8,1.00984609631256,6,48.35355,66.3206100463867,..,..,..
1993,YR1993,Cayman Islands,CYM,100,100,100,27,11.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.011,70.565,128.987,196.267,..,..,..,..,6,..,..,..,..,..
1993,YR1993,Central African Republic,CAF,..,..,..,49823,7.99752801053003,0.319121522273486,4000,..,..,..,..,..,0.335275684646064,..,..,..,..,..,44.8231707754892,50.698,47.334,379.335,449.289,107.1,97.4,116.3,0,6,..,..,..,..,..
1993,YR1993,Chad,TCD,..,..,..,484000,38.4371029224905,1.19306590098348,30000,..,..,10.2577315388739,..,..,-15.7098370452078,..,..,..,..,..,46.0689273939862,48.667,45.327,349.034,412.692,111.9,103.4,120.1,0,6,32.10239,..,..,..,..
1993,YR1993,Channel Islands,CHI,100,100,100,84,42.4242424242424,..,..,..,..,..,..,..,..,..,..,..,..,..,41.7888605124968,79.3,74.1,63,106,..,..,..,..,..,..,..,..,..,..
1993,YR1993,Chile,CHL,95.2737274169922,74.0618441426621,99.3453903198242,154770,20.8155129839738,1.68023762943309,92000,..,..,1497.84332685022,..,49.02621,6.6855844008042,3.0999999046,12.7277669490964,..,..,..,31.5290016320221,77.807,71.5,85.649,161.711,12.5,11.4,13.6,0.101835542669396,6,48.58986,..,..,..,..
1993,YR1993,China,CHN,..,..,..,5182230,55.1991052645594,0.46025617871059,3030000,10619108,..,662.63704558569,..,34.7779,13.9290780143689,2.6300001144,..,..,..,..,45.5309644544275,72.01,67.108,109.491,174.725,41.3,39.1,43.4,2.81111820572631,5,46.59839,44.4856605529785,..,..,..
1993,YR1993,Colombia,COL,92.4279937744141,76.6736722365437,98.9023056030273,449030,40.4713835060838,0.922520857931124,139000,..,59.9300003051758,889.276715894236,..,..,5.38540993901029,1.2999999523,22.4424828533275,..,..,..,40.1563042354326,73.67,64.815,126.047,262.654,27,23.6,30.2,2.45619870164746,5,49.60582,..,..,..,..
1993,YR1993,Comoros,COM,..,..,..,1180,63.4067705534659,..,..,..,..,..,..,..,3.0060613074486,..,..,..,..,..,39.6960818108698,58.176,56.044,280.084,313.308,83.7,78.3,88.9,0,6,46.12134,..,..,..,..
1993,YR1993,"Congo, Dem. Rep.",COD,..,..,..,260000,11.4686486844137,0.245715248216015,40000,2833555,..,97.9429134981568,..,..,-13.4690505381279,..,..,..,..,..,50.6804530940034,51.247,47.999,327.268,388.058,99.8,92.8,106.4,0.83847770505667,6,43.58186,19.4658298492432,..,..,..
1993,YR1993,"Congo, Rep.",COG,..,..,..,105247.96,30.8193147877013,0.994359001385142,10000,..,..,158.373935118322,..,..,-0.979683208744774,..,..,..,..,..,49.0460616920212,56.785,55.242,364.471,380.836,62.2,56.4,67.7,27.2825783443645,6,47.98656,33.9581909179688,..,..,..
1993,YR1993,Costa Rica,CRI,..,..,..,21130,41.382687034861,0.646876033485538,8000,..,..,1334.84427608678,35,..,7.09719123999687,..,9.77860078293777,..,..,..,29.9837553256091,78.67,73.971,74.425,128.923,13.1,11.6,14.5,0,6,48.59967,..,..,..,..
1993,YR1993,Cote d'Ivoire,CIV,..,..,..,195020,61.3270440251572,0.315271366676153,15000,..,..,139.342372435662,..,49.89651,-0.192485098607804,..,..,..,..,..,36.1578635194457,54.276,50.443,336.792,394.238,99.7,90.9,108.2,0.231249910568653,6,41.6654,19.2855606079102,..,..,..
1993,YR1993,Croatia,HRV,100,100,100,22720,40.6367376140225,3.80905402619391,80000,..,..,2218.25498868266,..,..,-8.02558188400313,6.071199894,..,..,..,..,43.0745446156879,76.04,67.22,87.204,226.16,9.5,8.2,10.6,..,4,48.71338,..,..,..,..
1993,YR1993,Cuba,CUB,..,..,..,67300,62.6629422718808,3.94619821009469,175000,40865,..,836.1750833477,..,26.3877,-14.8781806947595,6,..,..,..,..,32.0907544409387,76.012,71.906,115.26,164.565,9.3,8,10.6,0.313376335941248,6,48.59358,77.9926681518555,..,..,..
1993,YR1993,Curacao,CUW,100,100,99.6979751586914,..,..,..,..,..,..,5537.1139093133,..,..,..,..,..,..,..,..,..,75.295,69.946,99.182,170.122,..,..,..,..,..,..,..,..,..,..
1993,YR1993,Cyprus,CYP,100,100,100,1587,17.1753246753247,..,..,..,..,2978.08564780626,..,34.1135,0.700000488145378,..,..,..,..,..,36.3241240965006,79.003,73.746,65.488,122.596,9,8.2,9.8,0,6,48.2142,63.2844581604004,..,..,..
1993,YR1993,Czechia,CZE,100,100,100,42820,55.4160735084768,2.10208882798725,107000,..,..,5032.40364942199,..,42.93384,0.0619042423607254,10.3999996185,20.8130295438428,..,..,..,44.4034831808337,76.43,69.28,87.543,203.075,8.6,7.5,9.8,0.0143009433982058,4,48.99858,91.8224105834961,..,..,..
1993,YR1993,Denmark,DNK,100,100,100,27390,68.475,0.944500784110558,27000,..,100,6306.86956166447,..,19.19964,-0.078900412805325,5,1.25785667953258,..,..,..,46.88246527298,77.77,72.59,94.326,146.046,6,5.3,6.7,0.3259609735924,6,49.00031,58.0547103881836,..,..,..
1993,YR1993,Djibouti,DJI,..,..,..,14015,60.4616048317515,6.41622020467742,8000,..,..,..,..,..,..,..,..,..,..,..,23.0775400211735,57.652,53.85,285.894,352.054,85.9,79.2,92.2,0,6,43.43718,..,..,..,..
1993,YR1993,Dominica,DMA,..,..,..,180,24,..,..,..,..,..,..,..,2.16141410329047,2.5938999653,..,..,..,..,..,73.529,67.768,141.135,229.32,15,14.1,15.9,0,7,49.43337,..,..,..,..
1993,YR1993,Dominican Republic,DOM,83.2554931640625,67.592182917775,95.5439147949219,25874.167,53.5586151935417,0.815337536768943,22000,..,..,509.574469766038,..,49.59629,7.36669526975602,2,..,..,..,..,31.8851085640461,72.024,65.88,155.06,233.774,42.8,39.1,46.3,0,6,..,..,..,..,..
1993,YR1993,Ecuador,ECU,..,..,..,79750,28.8072532870972,1.2984871030616,57000,..,..,508.414980661225,..,..,1.97321813678619,1.6000000238,44.9550537592163,..,..,..,37.8598290006388,73.245,66.983,133.5,209.72,36.8,31.3,41.9,6.52474732068662,6,48.8944,64.9959716796875,..,..,..
1993,YR1993,"Egypt, Arab Rep.",EGY,95.3922424316406,92.6236206211839,99.0504684448242,30151.8,3.02896177608117,2.34892076785555,424000,..,..,679.941777948807,61.4,..,2.90079079959442,1.9292999506,..,..,..,..,23.1956036623885,65.929,62.344,166.247,251.691,59,57.4,60.4,9.87234453989827,5,45.19884,53.5651893615723,..,..,..
1993,YR1993,El Salvador,SLV,76.2761383056641,56.9280025794091,94.5578384399414,12964,62.5675675675676,2.35065768043816,49000,..,..,424.561529354375,14.9,..,5.81831555719015,1.5,..,..,..,..,36.3556554665024,69.099,59.038,164.84,370.089,40.1,36.4,43.7,0,6,49.03193,..,..,..,..
1993,YR1993,Equatorial Guinea,GNQ,..,..,..,1028.5,3.66666666666667,0.535114193368865,1000,..,..,56.6013173013247,..,..,11.0332130375277,..,..,..,..,..,44.754275562405,53.346,49.952,304.492,368.223,117.2,107.8,126,10.5348170021045,5,48.44139,27.4408302307129,..,..,..
1993,YR1993,Eritrea,ERI,..,..,..,74000,73.2673267326733,6.62787152533835,55000,..,..,68.9652942932297,..,..,13.4547625007102,..,..,..,..,..,47.4888199858043,54.577,51.777,325.865,364.882,70.8,60.3,80.8,0,5,44.63933,37.1618881225586,..,..,..
1993,YR1993,Estonia,EST,100,100,100,13200,31.1394196744515,0.674438900556682,5000,..,..,3922.68935459345,..,..,-5.7404942203392,9.622300148,..,..,..,..,47.3113493229308,73.8,62.3,127.048,363.257,13.5,11.7,15.2,..,6,48.56974,..,..,..,..
1993,YR1993,Eswatini,SWZ,..,..,..,12220,71.046511627907,1.05079913274045,3000,54376,..,273.854700520324,..,..,3.10611433140491,..,..,..,..,..,42.9437086904591,60.11,55.99,337.248,416.626,58.6,51.9,64.9,0,7,49.19177,77.0189590454102,..,..,..
1993,YR1993,Ethiopia,ETH,..,..,..,305400,30.54,0.509283733171992,120000,..,..,23.1805195903226,..,46.0365,13.1428339765155,..,..,..,..,..,47.0754806025709,48.452,46.898,379.272,398.388,117.4,104.1,130.1,0,6,40.79188,25.5509490966797,..,..,..
1993,YR1993,Faroe Islands,FRO,100,100,100,965.32,69.1489971346705,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.3,73.5,51.43,104.107,..,..,..,..,..,..,..,..,..,..
1993,YR1993,Fiji,FJI,..,..,..,4124,22.5725232621784,1.70598972994183,5000,..,..,..,..,..,2.13003242138274,..,..,..,..,..,33.1927597795861,68.112,63.251,210.937,313.404,19.1,17.6,20.5,0,6,..,..,..,..,..
